# theta,S11,S12,S33,S34
1.980948701013564017e+00,3.291950152319930711e-02,-5.539518335433217880e-03,-1.772469260166711566e-02,2.718165906128115067e-02
1.989675347273535788e+00,3.227034839855801723e-02,-5.274722617646282127e-03,-1.775203893971136898e-02,2.642759543647847653e-02
1.998401993533507337e+00,3.163957305278201904e-02,-5.019245398168521027e-03,-1.776941582711556028e-02,2.569275422679222209e-02
2.007128639793478886e+00,3.102613889235584024e-02,-4.772310061759942740e-03,-1.777736791290781063e-02,2.497621951639791837e-02
2.015855286053450435e+00,3.042768336028530210e-02,-4.533628920235319854e-03,-1.777477155441733320e-02,2.427648285225159075e-02
2.024581932313422428e+00,2.984377237720855711e-02,-4.303830348710183801e-03,-1.776191910996265805e-02,2.359326224928000662e-02
2.033308578573393977e+00,2.927410720461970026e-02,-4.082974297636505351e-03,-1.773914070405627555e-02,2.292652526210853248e-02
2.042035224833365525e+00,2.872007696042045907e-02,-3.871234381763292293e-03,-1.770863284877007698e-02,2.227690929194149280e-02
2.050761871093337074e+00,2.818148644318027932e-02,-3.667459703645060271e-03,-1.767162090636470451e-02,2.164393060446802297e-02
2.059488517353309067e+00,2.765748526185898837e-02,-3.471127691040444552e-03,-1.762838809313159102e-02,2.102683278100569292e-02
2.068215163613280616e+00,2.714644440176468970e-02,-3.281655329299124069e-03,-1.757813162293742765e-02,2.042472694075667117e-02
2.076941809873252165e+00,2.664744620232936678e-02,-3.099312433892978738e-03,-1.752026885594758915e-02,1.983735947041509462e-02
2.085668456133223714e+00,2.616051808616276508e-02,-2.924013277275793951e-03,-1.745534838546212997e-02,1.926482975873155395e-02
2.094395102393195263e+00,2.568571183040839132e-02,-2.755904741771918187e-03,-1.738410505754769270e-02,1.870704874204387469e-02
2.103121748653167256e+00,2.522397621321555844e-02,-2.594925234960507310e-03,-1.730847599838885101e-02,1.816403032487632491e-02
2.111848394913138804e+00,2.477448374243486351e-02,-2.440617923363050043e-03,-1.722859261956526111e-02,1.763502268797491335e-02
2.120575041173110353e+00,2.433666805070532416e-02,-2.292770015919882998e-03,-1.714459880420080712e-02,1.711956042973405978e-02
2.129301687433081902e+00,2.390905462182392471e-02,-2.150781424629370775e-03,-1.705561869119146673e-02,1.661694626679371262e-02
2.138028333693053895e+00,2.349123082000156848e-02,-2.014550465982511626e-03,-1.696177672062363501e-02,1.612692290358924002e-02
2.146754979953025444e+00,2.308324541702067023e-02,-1.883855603100134321e-03,-1.686382516050888292e-02,1.564923985389901975e-02
2.155481626212996993e+00,2.268502711221818263e-02,-1.758877122731166212e-03,-1.676224721010228721e-02,1.518367132206915014e-02
2.164208272472968542e+00,2.229748934998118659e-02,-1.639690107507051076e-03,-1.665843920892713659e-02,1.473043959922265209e-02
2.172934918732940091e+00,2.192016232776770879e-02,-1.525845853685014672e-03,-1.655240882912924552e-02,1.428926425187255177e-02
2.181661564992912083e+00,2.155264135509613044e-02,-1.417047120877349201e-03,-1.644418657400455175e-02,1.385990817999678375e-02
2.190388211252883632e+00,2.119393620339867640e-02,-1.312695355822027232e-03,-1.633339047365861552e-02,1.344173048128604643e-02
2.199114857512855181e+00,2.084304860162872891e-02,-1.212779628219317479e-03,-1.621953632628033576e-02,1.303412758659765885e-02
2.207841503772826730e+00,2.049988811128544697e-02,-1.117519894501022709e-03,-1.610301386383863886e-02,1.263683134182131199e-02
2.216568150032798723e+00,2.016404235374879075e-02,-1.026952643929223558e-03,-1.598382672074631292e-02,1.224954103924134896e-02
2.225294796292770272e+00,1.983598241585251415e-02,-9.412077411184594650e-04,-1.586275814403851139e-02,1.187237257054413186e-02
2.234021442552741821e+00,1.951655176235182060e-02,-8.598283261224779622e-04,-1.574108889447085879e-02,1.150541647914240725e-02
2.242748088812713370e+00,1.920534290884776119e-02,-7.822168114496041991e-04,-1.561885875929327518e-02,1.114829960862024835e-02
2.251474735072684918e+00,1.890228551412254446e-02,-7.080641386062007381e-04,-1.549636847706414682e-02,1.080081510146709001e-02
2.260201381332656911e+00,1.860654719093050163e-02,-6.371632159729630901e-04,-1.537307831662290854e-02,1.046260409628086904e-02
2.268928027592628460e+00,1.831721377055191627e-02,-5.696603655724087611e-04,-1.524830042544059010e-02,1.013336772842577532e-02
2.277654673852600009e+00,1.803421382247694105e-02,-5.056494449558936871e-04,-1.512223051865536905e-02,9.813018443592284173e-03
2.286381320112571558e+00,1.775719014875588170e-02,-4.448846122758979421e-04,-1.499485458756781228e-02,9.501274417599443398e-03
2.295107966372543551e+00,1.748630698942770303e-02,-3.874004032411206000e-04,-1.486666497635378940e-02,9.197995734774632240e-03
2.303834612632515100e+00,1.722220158713151650e-02,-3.332323058701774227e-04,-1.473868271937390194e-02,8.903056522102329590e-03
2.312561258892486649e+00,1.696475620336556148e-02,-2.821509012824359452e-04,-1.461116584672933309e-02,8.616099843195067914e-03
2.321287905152458197e+00,1.671351935517351520e-02,-2.340248098873093374e-04,-1.448392925983268964e-02,8.336831221770021894e-03
2.330014551412429746e+00,1.646832132741266747e-02,-1.884611073045810298e-04,-1.435705752930116832e-02,8.065047355985278249e-03
2.338741197672401739e+00,1.622873013188846220e-02,-1.450671550367078899e-04,-1.423033263677717271e-02,7.800530126912435386e-03
2.347467843932373288e+00,1.599445448728858271e-02,-1.038027437076233239e-04,-1.410360043660642548e-02,7.543225706612503509e-03
2.356194490192344837e+00,1.576543268065225961e-02,-6.486617645364706197e-05,-1.397696205132203939e-02,7.293092060520979872e-03
2.364921136452316386e+00,1.554120685718069113e-02,-2.840198741259868098e-05,-1.385018691401963993e-02,7.049867115876030585e-03
2.373647782712288379e+00,1.532183176976445980e-02,5.421995931632547783e-06,-1.372354087083628785e-02,6.813437117153839026e-03
2.382374428972259928e+00,1.510784534811340785e-02,3.653163562503634887e-05,-1.359774126791470084e-02,6.583850614417069771e-03
2.391101075232231477e+00,1.489919244204926732e-02,6.515860550043023336e-05,-1.347296983402818636e-02,6.360878369589670865e-03
2.399827721492203025e+00,1.469545984728316823e-02,9.153251840624855584e-05,-1.334908850290845994e-02,6.144102706067276071e-03
2.408554367752174574e+00,1.449683691629381418e-02,1.157502024519254172e-04,-1.322652617952934338e-02,5.933286415678616817e-03
2.417281014012146567e+00,1.430277632098305406e-02,1.380373545384460526e-04,-1.310491874645584344e-02,5.728128911399930218e-03
2.426007660272118116e+00,1.411285976760762693e-02,1.587665879465936097e-04,-1.298397555635065134e-02,5.528470199141766184e-03
2.434734306532089665e+00,1.392713586112902420e-02,1.780964423840625255e-04,-1.286377678820400244e-02,5.334476702997226726e-03
2.443460952792061214e+00,1.374558790869857133e-02,1.960787453345472567e-04,-1.274433385210796237e-02,5.146328278239097054e-03
2.452187599052033207e+00,1.356797610722346864e-02,2.126239743238259386e-04,-1.262553410386553845e-02,4.963935463305086185e-03
2.460914245312004756e+00,1.339438508259978289e-02,2.275115327733815210e-04,-1.250763656285177813e-02,4.787151329866233193e-03
2.469640891571976304e+00,1.322457164081638006e-02,2.406041867826407346e-04,-1.239055351543363534e-02,4.615797687243528187e-03
2.478367537831947853e+00,1.305897241113310701e-02,2.519248161826498356e-04,-1.227487306528882161e-02,4.449807361310597828e-03
2.487094184091919402e+00,1.289736690083295376e-02,2.615576530071413511e-04,-1.216055540548022749e-02,4.288887128277036470e-03
2.495820830351891395e+00,1.273919703933545228e-02,2.697975852263730101e-04,-1.204723880940911443e-02,4.132600578217789783e-03
2.504547476611862944e+00,1.258502438442930284e-02,2.768652939171747235e-04,-1.193565030288550738e-02,3.980758245979449522e-03
2.513274122871834493e+00,1.243427220382415169e-02,2.830588048983477198e-04,-1.182532425284963523e-02,3.833106999123506338e-03
2.522000769131806042e+00,1.228711164653638853e-02,2.886895976405706721e-04,-1.171648580174935311e-02,3.689679035914925510e-03
2.530727415391778035e+00,1.214301343754202629e-02,2.937389189860088040e-04,-1.160858721605032354e-02,3.550661296033758799e-03
2.539454061651749583e+00,1.200193963038349333e-02,2.979620483502792155e-04,-1.150164261715069282e-02,3.416136797093429628e-03
2.548180707911721132e+00,1.186399373669115229e-02,3.011348805133156822e-04,-1.139588270842002357e-02,3.285958378299797585e-03
2.556907354171692681e+00,1.172874773195866499e-02,3.032795378000293848e-04,-1.129102498173486027e-02,3.159794256548463087e-03
2.565634000431664230e+00,1.159660277308784126e-02,3.042964578233563894e-04,-1.118758306934656936e-02,3.037529359366716690e-03
2.574360646691636223e+00,1.146711201501434546e-02,3.041339000455682909e-04,-1.108523294608205340e-02,2.918864687995397812e-03
2.583087292951607772e+00,1.134102732019793419e-02,3.029037327089735554e-04,-1.098484488001511515e-02,2.803628536056907046e-03
2.591813939211579321e+00,1.121816528116409764e-02,3.008987270995818961e-04,-1.088632592777986734e-02,2.691579466724546964e-03
2.600540585471550870e+00,1.109881416891891903e-02,2.983988215065902505e-04,-1.079001039642115897e-02,2.582694280135018443e-03
2.609267231731522863e+00,1.098249179215305890e-02,2.957795832806931965e-04,-1.069541635717560606e-02,2.477036404553648128e-03
2.617993877991494411e+00,1.086957474869260434e-02,2.932216399564764597e-04,-1.060289324464649095e-02,2.374938131806159352e-03
2.626720524251465960e+00,1.075933629618698942e-02,2.904627780178636876e-04,-1.051174461461252228e-02,2.276438900167880759e-03
2.635447170511437509e+00,1.065195095878519391e-02,2.871611451314278959e-04,-1.042224213345085276e-02,2.181390982106005093e-03
2.644173816771409058e+00,1.054691551222275078e-02,2.833267763221545416e-04,-1.033398483369272168e-02,2.089476062746974550e-03
2.652900463031381051e+00,1.044429945313348103e-02,2.789248989653811406e-04,-1.024712167092326973e-02,2.000522288992590946e-03
2.661627109291352600e+00,1.034417924813909630e-02,2.739219029508146996e-04,-1.016182491388691739e-02,1.914242808063399423e-03
2.670353755551324149e+00,1.024653708700757650e-02,2.684504360331279454e-04,-1.007815573849354419e-02,1.830364321517712316e-03
2.679080401811295697e+00,1.015156616159641582e-02,2.627948247019007422e-04,-9.996353804895908093e-03,1.748755277539533947e-03
2.687807048071267690e+00,1.005888511938959201e-02,2.571725360558272874e-04,-9.916055985138515910e-03,1.669390856382824443e-03
2.696533694331239239e+00,9.968774944660955054e-03,2.518144440205143109e-04,-9.837528771311922215e-03,1.592510928280502051e-03
2.705260340591210788e+00,9.880716825839483061e-03,2.468520016504389958e-04,-9.760214048037564941e-03,1.518502821267978453e-03
2.713986986851182337e+00,9.794694054887771034e-03,2.418861902372896472e-04,-9.684120625750211250e-03,1.447525614884135215e-03
2.722713633111153886e+00,9.710941068571600499e-03,2.365910035611240234e-04,-9.609582758794395566e-03,1.379246292793988478e-03
2.731440279371125879e+00,9.629183873778746766e-03,2.308577225116495782e-04,-9.536408891696494111e-03,1.313313457392960076e-03
2.740166925631097428e+00,9.549692446092772347e-03,2.246192511023200472e-04,-9.464924188847130201e-03,1.249552762540298394e-03
2.748893571891068976e+00,9.472409494386137274e-03,2.177706368642973525e-04,-9.395139536253508880e-03,1.187632381413782599e-03
2.757620218151040525e+00,9.397274397765307402e-03,2.104664037105704807e-04,-9.327045042895044241e-03,1.127253639431431784e-03
2.766346864411012518e+00,9.324632372881870579e-03,2.030118851530371415e-04,-9.261001422687681339e-03,1.068366843766652531e-03
2.775073510670984067e+00,9.254269177476258379e-03,1.957773071340962109e-04,-9.196793757829509197e-03,1.011016236836288209e-03
2.783800156930955616e+00,9.186098955288463097e-03,1.890951502806536080e-04,-9.134313268528744187e-03,9.554989026010772589e-04
2.792526803190927165e+00,9.120265010361295818e-03,1.829996620260256751e-04,-9.073663842273104602e-03,9.024242130752992445e-04
2.801253449450898714e+00,9.056345752146793132e-03,1.769622296202378806e-04,-9.014446969097627410e-03,8.519557459408950420e-04
2.809980095710870707e+00,8.994179901261513052e-03,1.705798921284151087e-04,-8.956574039342109564e-03,8.037139257478067081e-04
2.818706741970842256e+00,8.934083704049747970e-03,1.637177439858259267e-04,-8.900415574344176448e-03,7.573973430393617133e-04
2.827433388230813804e+00,8.876085893763426687e-03,1.562542500172176343e-04,-8.846033695594834878e-03,7.128627211591547245e-04
2.836160034490785353e+00,8.820110903924819473e-03,1.480889676636542793e-04,-8.793400287611153471e-03,6.697293461017870793e-04
2.844886680750757346e+00,8.766310535257917230e-03,1.395208961764947408e-04,-8.742694503809333301e-03,6.277158060508861289e-04
2.853613327010728895e+00,8.714700120151134405e-03,1.309337346109195818e-04,-8.693931934476002016e-03,5.868577851587148276e-04
2.862339973270700444e+00,8.664980020348739265e-03,1.227851274741348017e-04,-8.646804168918519051e-03,5.473392274333359299e-04
2.871066619530671993e+00,8.616808812997436839e-03,1.155070685718061554e-04,-8.600952349568046634e-03,5.095791570699712003e-04
2.879793265790643542e+00,8.569912879952307910e-03,1.090081585858422228e-04,-8.556082887100640785e-03,4.743096250317686531e-04
2.888519912050615535e+00,8.523995701075676168e-03,1.027662360555134727e-04,-8.511928595307504883e-03,4.416032167794967447e-04
2.897246558310587083e+00,8.478901719453584007e-03,9.669984972573032050e-05,-8.468388286549721755e-03,4.108811694923531887e-04
2.905973204570558632e+00,8.434938746451209335e-03,9.075302240444966390e-05,-8.425817223070052389e-03,3.815228285757042747e-04
2.914699850830530181e+00,8.392680624694691394e-03,8.447663793968197832e-05,-8.384823309353441750e-03,3.531144809991285148e-04
2.923426497090502174e+00,8.352710795100741492e-03,7.760977646347790027e-05,-8.346022951364030773e-03,3.250465266612966638e-04
2.932153143350473723e+00,8.315402035093059918e-03,7.039599669443011992e-05,-8.309795722174131288e-03,2.970697975488185028e-04
2.940879789610445272e+00,8.280776552922289660e-03,6.312458726658205788e-05,-8.276152123612347949e-03,2.694097858965179698e-04
2.949606435870416821e+00,8.248427835495118418e-03,5.629307225438716367e-05,-8.244662203034304471e-03,2.427715083043427598e-04
2.958333082130388370e+00,8.217625997351103717e-03,5.059419383653031982e-05,-8.214573948629285555e-03,2.181561422280542612e-04
2.967059728390360362e+00,8.187952870072229619e-03,4.567897552032115782e-05,-8.185470104065114411e-03,1.963792483326931657e-04
2.975786374650331911e+00,8.159216053430680404e-03,4.092986002834312492e-05,-8.157184735389993308e-03,1.773937593025356422e-04
2.984513020910303460e+00,8.131144140614922355e-03,3.657649782250627785e-05,-8.129470940575204280e-03,1.608397388916422846e-04
2.993239667170275009e+00,8.103589102637542146e-03,3.304503020812744191e-05,-8.102207381112034451e-03,1.459449341982289308e-04
3.001966313430247002e+00,8.077137114528239181e-03,2.978858783351818335e-05,-8.076014500070463620e-03,1.313255556853340717e-04
3.010692959690218551e+00,8.052583170291838233e-03,2.641125299772482254e-05,-8.051706019622498559e-03,1.158806875939451687e-04
3.019419605950190100e+00,8.030390057939493578e-03,2.292677615463485641e-05,-8.029741892663236694e-03,9.941822165802341373e-05
3.028146252210161649e+00,8.010693207184619441e-03,1.939822971235623944e-05,-8.010246837267111925e-03,8.231023247499220843e-05
3.036872898470133197e+00,7.993196825390477475e-03,1.615676580688646391e-05,-7.992910261501598793e-03,6.572670639483672254e-05
3.045599544730105190e+00,7.977157436174319230e-03,1.377070657303594570e-05,-7.976978629510344046e-03,5.160497540917542963e-05
3.054326190990076739e+00,7.962232637015721065e-03,1.154209516877110347e-05,-7.962119505223611352e-03,4.084520210679057871e-05
3.063052837250048288e+00,7.948404041239174461e-03,8.942622425163991584e-06,-7.948329032704284230e-03,3.335296330985717747e-05
3.071779483510019837e+00,7.935489744255392122e-03,6.556799503835974985e-06,-7.935433600586438638e-03,2.912147397587862719e-05
3.080506129769991830e+00,7.923488817430440409e-03,5.107408753266332035e-06,-7.923439777867496980e-03,2.740512412163320470e-05
3.089232776029963379e+00,7.913227528649948578e-03,3.948168856021325168e-06,-7.913184153409968946e-03,2.590147423243689771e-05
3.097959422289934928e+00,7.905396604641200253e-03,2.791111990291424150e-06,-7.905362484016135310e-03,2.305824530871199152e-05
3.106686068549906476e+00,7.900168670758375006e-03,1.618078904089097214e-06,-7.900147028302651614e-03,1.842116862715837116e-05
3.115412714809878025e+00,7.897298735367062894e-03,3.921878806390985406e-07,-7.897289350481503239e-03,1.216867249487641866e-05
3.124139361069850018e+00,7.895979857583040190e-03,-5.117096737597762179e-07,-7.895977830087372307e-03,5.635270978492177424e-06
3.132866007329821567e+00,7.895158758048899036e-03,-2.934148002464026517e-07,-7.895158634700624734e-03,1.364410555241939160e-06
3.141592653589793116e+00,7.894816660075690967e-03,0.000000000000000000e+00,-7.894816660075690967e-03,0.000000000000000000e+00
